78916;39208;53000;100959;174875;399375;860417;2067542;
145500;32875;60167;94333;171750;377416;843916;1986375;
57041;29750;52709;96875;169375;397000;842041;1918083;
51041;30125;52209;80875;165917;380750;833833;1930250;
49000;28625;52667;81708;175208;388041;841750;1894167;
29333;29666;53292;84625;169917;396167;851625;1910500;
39042;29250;53333;83291;169542;394500;833000;1918041;
30917;28916;52125;86375;166709;407500;870458;1935666;
40166;28750;51875;86250;171000;402625;879250;1941792;
48000;29125;51750;83833;169166;378667;880208;2002875;
39000;29542;50458;81833;173458;379500;856000;1950709;
35459;28208;48250;83792;165667;406333;842250;1932958;
26541;28083;49417;82500;173166;387625;874042;1894083;
24750;27667;50250;81708;169125;390334;834541;1931792;
31708;27583;47250;85792;173250;376708;848666;1949541;
30500;28333;47958;81500;169958;383875;842833;1931500;
36500;31416;43625;86625;178875;372334;838916;1932792;
38791;34750;53125;83000;169417;385542;861084;1939959;
31875;29084;46000;88083;171584;395958;868000;1966917;
35500;39875;44458;83917;173209;396791;863333;1929833;
28750;27292;42500;82166;175916;386750;843875;1940042;
28375;27166;44875;88750;172208;395416;847417;1937542;
27125;26708;48625;86167;172000;379083;847500;1923167;
24875;36500;43750;85166;173542;371833;850584;1938083;
28917;26250;44958;84667;168292;389125;839500;1891959;
27417;24708;42292;83916;173000;412250;835375;1940125;
27500;29250;52833;83125;178458;380458;835833;1991500;
33375;31958;41500;83166;184042;371834;844875;1963000;
28792;27625;41875;85917;173500;390542;844250;1914125;
28417;29459;42167;82458;173541;390583;845625;1943958;
28000;28167;41125;84417;174917;396583;842583;1906709;
26459;31125;41583;81709;176583;377250;863125;1891083;
30708;26625;41916;84916;172417;391333;847042;1906792;
24792;26208;53333;84459;177375;398542;849541;1933459;
28250;30834;42416;82166;179792;396333;831708;1949625;
24541;27250;49167;81542;175750;384291;836333;1896291;
25291;27166;41000;81417;169959;372167;840375;1903541;
22291;27750;43542;81583;176500;379958;852500;1931708;
19958;26167;43708;83458;175667;395333;837375;1937000;
19500;26250;42625;80583;178000;393750;843708;1911875;
18833;25750;43084;79250;171042;372917;840666;1902167;
14709;26333;44708;77958;170000;373459;840375;1903959;
17292;25625;46083;77417;171084;390000;850667;1907500;
14583;25917;42834;76208;168625;394083;833458;1962375;
13750;24709;43334;79542;168125;389584;848292;2033125;
14500;25000;43542;75708;169334;387583;915167;1919042;
14417;26125;48167;78875;171791;393166;873000;1900334;
19750;28708;46125;81958;170375;398167;828542;1937792;
24000;26208;44916;78875;174541;390541;840041;1900125;
19625;26834;43500;82208;192709;376750;838875;1921459;
20750;25834;41500;82000;448709;394291;858125;1921292;
20042;26334;51250;82834;356958;391625;843791;1920500;
23208;25500;42042;80500;349375;375792;827500;1889875;
24166;29208;44541;82667;172041;399208;839750;1993583;
18708;36875;49250;80125;202875;388584;866792;1975584;
19708;35167;46667;79500;270208;390125;900250;1922625;
20375;25875;44042;77750;261667;386750;904000;1966542;
21209;26583;42417;75250;224417;388208;909458;1970417;
19209;24083;42500;77167;280167;384791;916792;1934417;
19750;25000;37958;79375;249875;382833;872625;1922625;
19250;27375;36709;76625;208209;390791;898541;1931500;
21125;25208;36042;74250;234875;385334;904583;1966583;
17791;27542;38875;76708;253125;377042;885625;1962417;
20125;24417;47584;74542;214584;401917;856417;1919333;
20958;23333;38416;75250;179167;396667;840208;1928500;
19167;22333;50834;76417;197750;387292;848959;1943167;
18959;23208;42333;75666;223333;375916;829958;1951708;
18583;22667;44792;79084;237334;404875;845500;1939833;
19208;25041;39042;77917;214375;387750;842583;1924541;
19333;22041;41875;76083;166042;403167;849375;1888375;
19542;23208;42834;78958;167375;393125;841875;1909417;
17834;23583;39792;78167;169208;393000;840250;1955625;
19000;22833;40250;77917;168875;371917;842542;1936583;
18542;23666;38750;76625;168791;396000;831417;1898250;
18458;23250;41042;76458;177584;388625;862417;1903625;
17458;27708;38459;74958;163292;382125;858791;1928458;
19166;30709;40750;77625;173458;392583;874209;1889958;
19334;32292;39792;75250;168667;380791;870667;1910458;
20500;28542;42625;78042;169959;396208;894083;1959708;
19042;25667;52125;74584;179667;383250;861541;2002959;
18167;20333;46917;76583;170167;395542;855166;1924666;
19417;22417;45167;76291;169375;377041;900292;1931041;
16875;25250;38209;77667;164375;398459;884666;1946083;
18167;21291;37916;79292;169959;379000;885041;1885375;
15708;32916;38541;74834;168292;375084;855875;1920833;
16125;21125;40083;76708;166709;385250;832208;1935334;
16292;28250;39708;75291;165167;388459;851917;1961042;
16792;21333;37667;77083;166125;367667;847041;1902666;
15291;23250;39375;77334;174750;395500;845958;1933584;
15334;22500;38083;76000;171167;376500;835209;1910583;
15667;22500;39125;76458;164167;384000;834417;1932500;
15875;21583;39416;75041;173958;390959;848500;1929541;
16583;22333;38667;75208;162292;382542;843291;1925792;
19875;22041;38042;76458;164375;380583;841833;1944291;
17500;22666;38042;77917;161750;364709;822500;1904166;
17250;31083;45125;76334;170458;364625;838042;1910542;
16167;21000;50000;79541;194709;370042;852000;1975084;
17292;25709;39416;76292;168666;375667;856250;1940167;
17291;21500;40167;80375;162167;367375;870250;1954959;
16291;22250;37375;77375;163542;368875;865875;1910959;

